timestamp,zone_00,zone_01,zone_02,zone_03,zone_04,zone_05,zone_06,zone_07,zone_08,zone_09,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20,zone_21,zone_22,zone_23,zone_24,zone_25,zone_26,zone_27,zone_28,zone_29,zone_30,zone_31,zone_32,zone_33,zone_34,zone_35,zone_36,zone_37,zone_38,zone_39,zone_40,zone_41,zone_42,zone_43,zone_44,zone_45,zone_46,zone_47,zone_48,zone_49,zone_50,zone_51,zone_52,zone_53,zone_54,zone_55,zone_56,zone_57,zone_58,zone_59,zone_60,zone_61,zone_62,zone_63
2026-05-29T14:43:47.330,36,39,45,45,49,48,47,48,46,51,56,59,58,61,55,56,0,55,59,58,56,57,58,58,535,56,54,56,58,62,57,60,887,56,52,59,60,57,60,58,887,56,58,58,56,64,59,60,911,57,55,59,62,59,59,57,0,54,51,58,59,61,58,57
2026-05-29T14:43:47.421,36,41,45,46,50,46,48,48,46,51,56,57,55,59,56,58,0,54,58,60,57,57,57,58,0,55,54,56,59,61,58,61,869,55,51,57,60,58,59,60,919,55,57,58,58,61,57,60,911,56,55,58,62,61,58,58,0,54,51,56,59,59,57,57
2026-05-29T14:43:47.520,36,40,46,46,49,45,48,46,46,49,54,56,55,60,54,56,0,54,54,61,56,56,58,60,831,58,51,59,56,60,56,60,0,56,53,58,61,59,60,59,900,57,59,61,59,61,59,57,912,57,56,60,61,59,61,58,0,54,51,58,56,58,59,58
2026-05-29T14:43:47.618,36,39,46,46,47,45,47,46,45,50,57,58,54,60,58,58,0,54,55,58,58,55,59,59,997,57,55,57,59,61,55,60,906,56,53,57,58,58,60,59,912,56,57,60,57,61,60,59,916,55,57,60,60,62,58,60,0,56,48,58,58,59,59,57
2026-05-29T14:43:47.730,35,39,44,45,47,46,48,46,46,49,58,57,57,61,58,59,0,55,57,59,56,56,59,59,747,57,54,58,59,62,58,61,0,56,52,58,61,57,59,60,910,58,58,62,59,61,57,60,930,56,56,60,61,61,59,60,0,54,52,58,60,58,59,58
2026-05-29T14:43:47.815,37,40,44,46,50,44,46,47,44,50,55,57,57,60,58,56,0,55,56,57,58,56,57,59,0,56,55,59,58,61,55,59,890,55,50,56,60,57,57,58,907,57,59,60,58,62,58,59,872,55,56,58,61,59,58,58,0,54,48,59,57,58,57,57
2026-05-29T14:43:47.913,36,40,45,46,50,45,49,48,47,51,55,58,57,62,56,57,0,54,56,58,53,57,59,58,0,56,57,54,60,60,59,60,865,56,54,56,60,58,60,58,896,58,57,59,58,62,56,59,923,56,55,60,63,60,58,60,0,54,52,60,60,60,58,57
2026-05-29T14:43:48.011,36,40,45,46,49,46,47,48,44,50,54,57,58,60,55,58,0,54,56,57,56,56,58,59,0,57,54,57,57,62,57,60,856,56,51,56,60,58,60,57,917,58,56,59,59,62,58,60,927,55,58,60,59,60,60,57,0,55,50,58,58,58,58,57
2026-05-29T14:43:48.110,38,39,45,45,50,46,46,49,45,49,54,57,57,59,57,57,0,57,55,58,57,56,58,60,841,56,55,57,57,61,56,60,0,55,53,58,62,57,62,60,891,57,59,60,58,61,61,59,910,55,55,58,62,61,60,57,0,53,49,59,57,57,60,58
2026-05-29T14:43:48.214,37,40,44,46,50,46,47,46,45,48,55,59,54,60,57,56,0,56,56,56,57,57,56,58,909,56,53,55,58,60,57,59,779,55,52,56,61,56,59,59,906,55,56,59,59,61,57,58,920,56,56,59,61,60,58,60,0,53,50,60,59,57,59,57
2026-05-29T14:43:48.307,36,38,45,47,49,48,47,47,46,49,55,56,56,59,56,58,0,54,55,59,56,58,59,60,0,57,53,57,58,61,56,61,725,57,51,57,59,58,60,57,887,57,57,59,60,62,60,59,912,56,54,60,64,61,57,58,0,55,53,56,57,60,59,58
2026-05-29T14:43:48.405,36,39,45,45,49,47,47,47,45,50,55,58,57,59,55,57,0,54,56,56,57,56,57,60,939,56,55,56,59,61,58,62,937,56,52,56,60,58,60,58,913,56,57,59,58,62,59,59,892,54,58,61,62,60,60,57,0,53,53,59,57,58,58,57
2026-05-29T14:43:48.511,36,40,44,46,49,47,47,46,46,50,57,58,54,59,58,58,0,58,55,60,58,57,56,59,0,56,55,55,60,60,55,60,794,57,54,57,60,58,60,58,922,57,57,59,58,64,59,60,892,58,56,57,61,60,58,58,0,54,49,59,58,59,58,56
2026-05-29T14:43:48.616,37,39,46,46,50,44,47,48,46,49,56,57,57,61,57,56,0,54,57,57,57,55,59,59,0,55,56,56,57,61,58,60,898,55,50,57,62,58,59,58,907,56,55,60,59,62,58,59,919,56,56,59,59,60,59,58,0,53,51,59,57,58,56,56
2026-05-29T14:43:48.700,38,40,46,44,49,45,49,47,45,49,55,57,58,59,56,56,0,55,56,57,57,56,58,58,0,56,54,57,57,61,56,61,0,56,54,57,61,56,59,59,873,57,55,60,58,64,58,60,904,55,57,59,61,58,59,58,0,53,53,56,57,57,57,57
