frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou
81,2026-06-28T15:44:10.639,7.96099853515625,0.3072028640627518,0.217071252137174,63,64,220.52380952380952,232.21875,63,12.793650793650794,11.746031746031745,0.0
82,2026-06-28T15:44:10.738,8.05999755859375,0.309569717941325,0.21943810601574715,63,64,222.53968253968253,233.75,63,13.222222222222221,11.253968253968255,0.0
83,2026-06-28T15:44:10.835,8.156997680664062,0.31634651909389494,0.2262149071683171,63,64,229.6984126984127,233.75,63,9.904761904761905,4.095238095238095,0.0
84,2026-06-28T15:44:10.933,8.254997253417969,0.32720237535786934,0.2370707634322915,64,64,240.765625,253.453125,64,14.90625,12.6875,1.0
85,2026-06-28T15:44:11.032,8.353996276855469,0.3342949105428607,0.24416329861728286,64,64,248.109375,260.4375,64,13.859375,12.328125,1.0
86,2026-06-28T15:44:11.179,8.500999450683594,0.3371099093273024,0.24697829740172456,64,64,249.78125,264.03125,64,15.71875,14.25,1.0
87,2026-06-28T15:44:11.264,8.58599853515625,0.33712666219361165,0.2469950502680338,64,64,250.234375,263.640625,64,15.6875,13.40625,1.0
88,2026-06-28T15:44:11.356,8.678001403808594,0.3371392812167599,0.24700766929118206,64,64,249.546875,264.890625,64,16.53125,15.34375,1.0
89,2026-06-28T15:44:11.448,8.769996643066406,0.3371458533251287,0.24701424139955086,64,64,250.015625,264.234375,64,16.0,14.21875,1.0
90,2026-06-28T15:44:11.545,8.866996765136719,0.337117568320311,0.24698595639473314,64,64,250.046875,264.078125,64,15.53125,14.03125,1.0
91,2026-06-28T15:44:11.644,8.965995788574219,0.3371650353410567,0.24703342341547885,64,64,249.78125,264.609375,64,16.015625,14.828125,1.0
92,2026-06-28T15:44:11.738,9.05999755859375,0.3371990582408516,0.24706744631527378,64,64,249.59375,263.953125,64,16.796875,14.359375,1.0
93,2026-06-28T15:44:11.827,9.149002075195312,0.3371695617973452,0.24703794987176736,64,64,249.828125,264.390625,64,15.84375,14.5625,1.0
94,2026-06-28T15:44:11.934,9.255996704101562,0.3372063194013377,0.24707470747575988,64,64,250.34375,263.953125,64,15.640625,13.609375,1.0
95,2026-06-28T15:44:12.030,9.351997375488281,0.33715310571395046,0.24702149378837263,64,64,249.96875,263.609375,64,14.671875,13.640625,1.0
96,2026-06-28T15:44:12.119,9.441001892089844,0.33718909248401274,0.2470574805584349,64,64,249.984375,264.8125,64,16.234375,14.828125,1.0
97,2026-06-28T15:44:12.221,9.542999267578125,0.3371890942723865,0.2470574823468087,64,64,250.53125,264.859375,64,15.921875,14.328125,1.0
98,2026-06-28T15:44:12.315,9.637001037597656,0.3372108887470544,0.24707927682147657,64,64,250.34375,264.28125,64,15.0625,13.9375,1.0
99,2026-06-28T15:44:12.411,9.733001708984375,0.3371722559172225,0.24704064399164466,64,64,249.734375,263.515625,64,15.78125,13.78125,1.0
100,2026-06-28T15:44:12.517,9.838996887207031,0.3372032337195044,0.24707162179392655,64,64,249.890625,264.28125,64,15.703125,14.390625,1.0
101,2026-06-28T15:44:12.613,9.93499755859375,0.3371974882306736,0.24706587630509574,64,64,250.21875,264.359375,64,15.140625,14.140625,1.0
102,2026-06-28T15:44:12.707,10.028999328613281,0.33767574230307174,0.2475441303774939,64,64,250.328125,265.296875,64,16.4375,14.96875,1.0
103,2026-06-28T15:44:12.802,10.124000549316406,0.3423779296701317,0.25224631774455386,64,64,255.015625,269.453125,64,16.28125,14.4375,1.0
104,2026-06-28T15:44:12.901,10.222999572753906,0.3514035021732181,0.26127189024764025,64,64,263.875,280.265625,64,18.109375,16.390625,1.0
105,2026-06-28T15:44:13.000,10.321998596191406,0.36128231790237286,0.271150705976795,64,64,273.046875,290.1875,64,17.734375,17.140625,1.0
106,2026-06-28T15:44:13.097,10.418998718261719,0.3664027937796186,0.27627118185404076,64,64,278.15625,295.140625,64,18.140625,16.984375,1.0
107,2026-06-28T15:44:13.196,10.517997741699219,0.36708564930750204,0.2769540373819242,64,64,278.734375,296.359375,64,18.3125,17.625,1.0
108,2026-06-28T15:44:13.295,10.616996765136719,0.3671182402160554,0.27698662829047754,64,64,278.265625,295.9375,64,18.390625,17.671875,1.0
109,2026-06-28T15:44:13.394,10.715995788574219,0.36710089907343385,0.276969287147856,64,64,278.359375,296.109375,64,18.65625,17.75,1.0
110,2026-06-28T15:44:13.491,10.812995910644531,0.36709095791478125,0.2769593459892034,64,64,278.90625,296.21875,64,18.4375,17.3125,1.0
111,2026-06-28T15:44:13.589,10.910995483398438,0.36714092900867934,0.2770093170831015,64,64,278.65625,295.5625,64,18.34375,16.90625,1.0
112,2026-06-28T15:44:13.689,11.011001586914062,0.3671953313872586,0.2770637194616808,64,64,278.515625,295.375,64,18.046875,16.859375,1.0
113,2026-06-28T15:44:13.786,11.108001708984375,0.3672068187417841,0.2770752068162063,64,64,278.359375,296.640625,64,19.0625,18.28125,1.0
114,2026-06-28T15:44:13.884,11.206001281738281,0.3671512569237359,0.27701964499815807,64,64,278.25,296.078125,64,18.515625,17.828125,1.0
115,2026-06-28T15:44:14.018,11.339996337890625,0.3671451744988258,0.27701356257324794,64,64,278.5,295.984375,64,18.140625,17.484375,1.0
116,2026-06-28T15:44:14.122,11.444000244140625,0.36720577228522033,0.2770741603596425,64,64,278.390625,296.859375,64,19.4375,18.46875,1.0
117,2026-06-28T15:44:14.218,11.540000915527344,0.36717422863274846,0.2770426167071706,64,64,278.640625,295.984375,64,18.34375,17.34375,1.0
118,2026-06-28T15:44:14.314,11.636001586914062,0.3671872818983502,0.27705566997277237,64,64,278.59375,297.78125,64,19.875,19.1875,1.0
119,2026-06-28T15:44:14.412,11.734001159667969,0.36717391203018557,0.27704230010460773,64,64,278.640625,295.84375,64,18.453125,17.203125,1.0
120,2026-06-28T15:44:14.506,11.827995300292969,0.3671543595261742,0.27702274760059636,64,64,278.5,295.171875,64,17.765625,16.671875,1.0
121,2026-06-28T15:44:14.597,11.918998718261719,0.3671708376863825,0.27703922576080464,64,64,278.609375,295.984375,64,18.125,17.375,1.0
122,2026-06-28T15:44:14.690,12.012001037597656,0.36719755674550053,0.2770659448199227,64,64,278.296875,295.984375,64,18.75,17.6875,1.0
123,2026-06-28T15:44:14.781,12.102996826171875,0.36988093803083655,0.2797493261052587,64,64,280.984375,299.4375,64,18.859375,18.453125,1.0
124,2026-06-28T15:44:14.873,12.194999694824219,0.3762773636008764,0.28614575167529854,64,64,287.8125,306.3125,64,19.15625,18.5,1.0
125,2026-06-28T15:44:14.976,12.297996520996094,0.38783404152286005,0.2977024295972822,64,64,298.015625,317.234375,64,20.25,19.21875,1.0
126,2026-06-28T15:44:15.065,12.387001037597656,0.39427785326035253,0.3041462413347747,64,64,304.8125,324.546875,64,20.359375,19.734375,1.0
127,2026-06-28T15:44:15.170,12.491996765136719,0.3971717613585868,0.30704014943300895,64,64,308.03125,329.671875,64,22.328125,21.640625,1.0
128,2026-06-28T15:44:15.269,12.590995788574219,0.3971465933961705,0.30701498147059264,64,64,307.15625,329.671875,64,23.078125,22.515625,1.0
129,2026-06-28T15:44:15.361,12.682998657226562,0.3971528147445153,0.30702120281893747,64,64,306.96875,328.296875,64,22.265625,21.328125,1.0
130,2026-06-28T15:44:15.461,12.782997131347656,0.39717496344097913,0.3070433515154013,64,64,307.1875,327.3125,64,21.53125,20.125,1.0
131,2026-06-28T15:44:15.557,12.878997802734375,0.3971753714065479,0.30704375948097007,64,64,307.765625,329.15625,64,22.484375,21.390625,1.0
132,2026-06-28T15:44:15.656,12.977996826171875,0.39720188920941263,0.3070702772838348,64,64,307.3125,329.4375,64,22.21875,22.125,1.0
133,2026-06-28T15:44:15.753,13.074996948242188,0.3972232405749441,0.3070916286493663,64,64,307.625,329.0,64,21.46875,21.375,1.0
134,2026-06-28T15:44:15.852,13.173995971679688,0.39721445050922255,0.3070828385836447,64,64,307.28125,329.1875,64,22.90625,21.90625,1.0
135,2026-06-28T15:44:15.951,13.272994995117188,0.39722588485957416,0.3070942729339963,64,64,307.328125,328.859375,64,22.4375,21.53125,1.0
136,2026-06-28T15:44:16.049,13.371002197265625,0.3972335409906496,0.3071019290650718,64,64,307.265625,327.859375,64,21.4375,20.59375,1.0
137,2026-06-28T15:44:16.147,13.469001770019531,0.39724469840273346,0.30711308647715563,64,64,307.390625,328.0,64,20.921875,20.609375,1.0
138,2026-06-28T15:44:16.246,13.568000793457031,0.39724813651152036,0.3071165245859425,64,64,307.078125,326.859375,64,20.6875,19.78125,1.0
139,2026-06-28T15:44:16.344,13.666000366210938,0.3972339505225417,0.30710233859696384,64,64,307.3125,328.515625,64,22.390625,21.203125,1.0
140,2026-06-28T15:44:16.495,13.817001342773438,0.39722886537968954,0.3070972534541117,64,64,307.09375,329.15625,64,22.5625,22.0625,1.0
141,2026-06-28T15:44:16.585,13.906997680664062,0.3972909104625669,0.3071592985369891,64,64,307.4375,330.84375,64,23.71875,23.40625,1.0
142,2026-06-28T15:44:16.673,13.9949951171875,0.39721011052382876,0.3070784985982509,64,64,307.4375,328.640625,64,21.421875,21.203125,1.0
143,2026-06-28T15:44:16.752,14.073997497558594,0.39793097706298175,0.3077993651374039,64,64,308.484375,328.8125,64,21.421875,20.328125,1.0
144,2026-06-28T15:44:16.854,14.175994873046875,0.4034440843161304,0.31331247239055254,64,64,312.53125,334.75,64,22.90625,22.21875,1.0
145,2026-06-28T15:44:16.946,14.267997741699219,0.4135677690478579,0.3234361571222801,64,64,322.078125,346.125,64,24.453125,24.046875,1.0
146,2026-06-28T15:44:17.047,14.368995666503906,0.4225834203753493,0.33245180844977146,64,64,331.84375,355.75,64,24.65625,23.90625,1.0
147,2026-06-28T15:44:17.143,14.464996337890625,0.42696233443772,0.3368307225121422,64,64,335.828125,360.28125,64,24.828125,24.453125,1.0
148,2026-06-28T15:44:17.239,14.560997009277344,0.42729159609359807,0.33715998416802023,64,64,336.9375,360.34375,64,24.75,23.40625,1.0
149,2026-06-28T15:44:17.359,14.680999755859375,0.4272254123387155,0.3370938004131377,64,64,336.671875,361.0,64,25.265625,24.328125,1.0
150,2026-06-28T15:44:17.438,14.760002136230469,0.42720847669623896,0.3370768647706611,64,64,336.328125,359.828125,64,24.6875,23.5,1.0
151,2026-06-28T15:44:17.546,14.867996215820312,0.4272105042551422,0.33707889232956434,64,64,336.671875,362.328125,64,26.21875,25.65625,1.0
152,2026-06-28T15:44:17.642,14.963996887207031,0.42718150472722444,0.3370498928016466,64,64,336.578125,361.859375,64,25.53125,25.28125,1.0
153,2026-06-28T15:44:17.732,15.054000854492188,0.4271885858829239,0.3370569739573461,64,64,336.359375,360.40625,64,24.546875,24.046875,1.0
154,2026-06-28T15:44:17.828,15.150001525878906,0.4271797091112111,0.3370480971856333,64,64,336.265625,360.421875,64,25.03125,24.15625,1.0
155,2026-06-28T15:44:17.936,15.25799560546875,0.4271774435207164,0.33704583159513857,64,64,336.1875,361.09375,64,25.3125,24.90625,1.0
156,2026-06-28T15:44:18.032,15.353996276855469,0.4272037597717469,0.33707214784616907,64,64,336.140625,360.46875,64,24.890625,24.328125,1.0
157,2026-06-28T15:44:18.125,15.446998596191406,0.4271575092055251,0.33702589727994725,64,64,336.609375,359.8125,64,23.765625,23.203125,1.0
158,2026-06-28T15:44:18.224,15.545997619628906,0.42718088147476635,0.3370492695491885,64,64,336.484375,361.53125,64,25.546875,25.046875,1.0
159,2026-06-28T15:44:18.313,15.635002136230469,0.42716969115946585,0.337038079233888,64,64,337.140625,362.484375,64,25.9375,25.34375,1.0
160,2026-06-28T15:44:18.416,15.737998962402344,0.4271728239975081,0.3370412120719303,64,64,336.109375,360.15625,64,25.140625,24.046875,1.0
161,2026-06-28T15:44:18.510,15.832000732421875,0.4271546600022116,0.33702304807663375,64,64,336.21875,360.78125,64,24.875,24.5625,1.0
162,2026-06-28T15:44:18.610,15.931999206542969,0.427152113467905,0.33702050154232716,64,64,336.1875,359.46875,64,23.84375,23.28125,1.0
163,2026-06-28T15:44:18.705,16.027000427246094,0.42718592800742355,0.3370543160818457,64,64,336.28125,361.3125,64,25.3125,25.03125,1.0
164,2026-06-28T15:44:18.804,16.125999450683594,0.42930518040346793,0.3391735684778901,64,64,338.4375,362.96875,64,24.59375,24.53125,1.0
165,2026-06-28T15:44:18.903,16.224998474121094,0.4361285659015725,0.34599695397599467,64,64,345.484375,371.609375,64,26.25,26.125,1.0
166,2026-06-28T15:44:19.000,16.321998596191406,0.4469850908893429,0.35685347896376507,64,64,356.25,381.078125,64,25.078125,24.828125,1.0
167,2026-06-28T15:44:19.099,16.420997619628906,0.45477098203007615,0.3646393701044983,64,64,363.984375,390.015625,64,26.46875,26.03125,1.0
168,2026-06-28T15:44:19.197,16.518997192382812,0.4572618443197538,0.36713023239417597,64,64,367.03125,392.828125,64,26.328125,25.796875,1.0
169,2026-06-28T15:44:19.342,16.66400146484375,0.4572662116689835,0.3671345997434057,64,64,366.234375,392.484375,64,26.65625,26.25,1.0
170,2026-06-28T15:44:19.436,16.75799560546875,0.4572164107214208,0.36708479879584294,64,64,366.625,393.09375,64,26.75,26.46875,1.0
171,2026-06-28T15:44:19.531,16.852996826171875,0.4572302315484103,0.36709861962283247,64,64,366.4375,392.140625,64,27.203125,25.703125,1.0
172,2026-06-28T15:44:19.619,16.941001892089844,0.45725742276943293,0.3671258108438551,64,64,366.09375,392.875,64,27.28125,26.78125,1.0
173,2026-06-28T15:44:19.729,17.050994873046875,0.4572557529139341,0.3671241409883563,64,64,366.703125,392.09375,64,26.203125,25.390625,1.0
174,2026-06-28T15:44:19.806,17.12799835205078,0.45725006736241763,0.3671184554368398,64,64,366.96875,392.875,64,26.15625,25.90625,1.0
175,2026-06-28T15:44:19.907,17.22899627685547,0.457253159636655,0.3671215477110772,64,64,365.78125,392.703125,64,27.421875,26.921875,1.0
